CUR YYYY-MM-DD
SEK 2008-01-13
SEK 2008-01-19
SEK 2008-01-20
SEK 2008-01-26
SEK 2008-01-27
SEK 2008-02-02
SEK 2008-02-03
SEK 2008-02-09
SEK 2008-02-10
SEK 2008-02-16
SEK 2008-02-17
SEK 2008-02-23
SEK 2008-02-24
SEK 2008-03-01
SEK 2008-03-02
SEK 2008-03-08
SEK 2008-03-09
SEK 2008-03-15
SEK 2008-03-16
SEK 2008-03-21
SEK 2008-03-22
SEK 2008-03-23
SEK 2008-03-24
SEK 2008-03-29
SEK 2008-03-30
SEK 2008-04-05
SEK 2008-04-06
SEK 2008-04-12
SEK 2008-04-13
SEK 2008-04-19
SEK 2008-04-20
SEK 2008-04-26
SEK 2008-04-27
SEK 2008-05-01
SEK 2008-05-03
SEK 2008-05-04
SEK 2008-05-10
SEK 2008-05-11
SEK 2008-05-17
SEK 2008-05-18
SEK 2008-05-24
SEK 2008-05-25
SEK 2008-05-31
SEK 2008-06-01
SEK 2008-06-06
SEK 2008-06-07
SEK 2008-06-08
SEK 2008-06-14
SEK 2008-06-15
SEK 2008-06-20
SEK 2008-06-21
SEK 2008-06-22
SEK 2008-06-28
SEK 2008-06-29
SEK 2008-07-05
SEK 2008-07-06
SEK 2008-07-12
SEK 2008-07-13
SEK 2008-07-19
SEK 2008-07-20
SEK 2008-07-26
SEK 2008-07-27
SEK 2008-08-02
SEK 2008-08-03
SEK 2008-08-09
SEK 2008-08-10
SEK 2008-08-16
SEK 2008-08-17
SEK 2008-08-23
SEK 2008-08-24
SEK 2008-08-30
SEK 2008-08-31
SEK 2008-09-06
SEK 2008-09-07
SEK 2008-09-13
SEK 2008-09-14
SEK 2008-09-20
SEK 2008-09-21
SEK 2008-09-27
SEK 2008-09-28
SEK 2008-10-04
SEK 2008-10-05
SEK 2008-10-11
SEK 2008-10-12
SEK 2008-10-18
SEK 2008-10-19
SEK 2008-10-25
SEK 2008-10-26
SEK 2008-11-01
SEK 2008-11-02
SEK 2008-11-08
SEK 2008-11-09
SEK 2008-11-15
SEK 2008-11-16
SEK 2008-11-22
SEK 2008-11-23
SEK 2008-11-29
SEK 2008-11-30
SEK 2008-12-06
SEK 2008-12-07
SEK 2008-12-13
SEK 2008-12-14
SEK 2008-12-20
SEK 2008-12-21
SEK 2008-12-24
SEK 2008-12-25
SEK 2008-12-26
SEK 2008-12-27
SEK 2008-12-28
SEK 2008-12-31
SEK 2009-01-01
SEK 2009-01-03
SEK 2009-01-04
SEK 2009-01-06
SEK 2009-01-10
SEK 2009-01-11
SEK 2009-01-17
SEK 2009-01-18
SEK 2009-01-24
SEK 2009-01-25
SEK 2009-01-31
SEK 2009-02-01
SEK 2009-02-07
SEK 2009-02-08
SEK 2009-02-14
SEK 2009-02-15
SEK 2009-02-21
SEK 2009-02-22
SEK 2009-02-28
SEK 2009-03-01
SEK 2009-03-07
SEK 2009-03-08
SEK 2009-03-14
SEK 2009-03-15
SEK 2009-03-21
SEK 2009-03-22
SEK 2009-03-28
SEK 2009-03-29
SEK 2009-04-04
SEK 2009-04-05
SEK 2009-04-10
SEK 2009-04-11
SEK 2009-04-12
SEK 2009-04-13
SEK 2009-04-18
SEK 2009-04-19
SEK 2009-04-25
SEK 2009-04-26
SEK 2009-05-01
SEK 2009-05-02
SEK 2009-05-03
SEK 2009-05-09
SEK 2009-05-10
SEK 2009-05-16
SEK 2009-05-17
SEK 2009-05-21
SEK 2009-05-23
SEK 2009-05-24
SEK 2009-05-30
SEK 2009-05-31
SEK 2009-06-06
SEK 2009-06-07
SEK 2009-06-13
SEK 2009-06-14
SEK 2009-06-19
SEK 2009-06-20
SEK 2009-06-21
SEK 2009-06-27
SEK 2009-06-28
SEK 2009-07-04
SEK 2009-07-05
SEK 2009-07-11
SEK 2009-07-12
SEK 2009-07-18
SEK 2009-07-19
SEK 2009-07-25
SEK 2009-07-26
SEK 2009-08-01
SEK 2009-08-02
SEK 2009-08-08
SEK 2009-08-09
SEK 2009-08-15
SEK 2009-08-16
SEK 2009-08-22
SEK 2009-08-23
SEK 2009-08-29
SEK 2009-08-30
SEK 2009-09-05
SEK 2009-09-06
SEK 2009-09-12
SEK 2009-09-13
SEK 2009-09-19
SEK 2009-09-20
SEK 2009-09-26
SEK 2009-09-27
SEK 2009-10-03
SEK 2009-10-04
SEK 2009-10-10
SEK 2009-10-11
SEK 2009-10-17
SEK 2009-10-18
SEK 2009-10-24
SEK 2009-10-25
SEK 2009-10-31
SEK 2009-11-01
SEK 2009-11-07
SEK 2009-11-08
SEK 2009-11-14
SEK 2009-11-15
SEK 2009-11-21
SEK 2009-11-22
SEK 2009-11-28
SEK 2009-11-29
SEK 2009-12-05
SEK 2009-12-06
SEK 2009-12-12
SEK 2009-12-13
SEK 2009-12-19
SEK 2009-12-20
SEK 2009-12-24
SEK 2009-12-25
SEK 2009-12-26
SEK 2009-12-27
SEK 2009-12-31
SEK 2010-01-01
SEK 2010-01-02
SEK 2010-01-03
SEK 2010-01-06
SEK 2010-01-09
SEK 2010-01-10
SEK 2010-01-16
SEK 2010-01-17
SEK 2010-01-23
SEK 2010-01-24
SEK 2010-01-30
SEK 2010-01-31
SEK 2010-02-06
SEK 2010-02-07
SEK 2010-02-13
SEK 2010-02-14
SEK 2010-02-20
SEK 2010-02-21
SEK 2010-02-27
SEK 2010-02-28
SEK 2010-03-06
SEK 2010-03-07
SEK 2010-03-13
SEK 2010-03-14
SEK 2010-03-20
SEK 2010-03-21
SEK 2010-03-27
SEK 2010-03-28
SEK 2010-04-02
SEK 2010-04-03
SEK 2010-04-04
SEK 2010-04-05
SEK 2010-04-10
SEK 2010-04-11
SEK 2010-04-17
SEK 2010-04-18
SEK 2010-04-24
SEK 2010-04-25
SEK 2010-05-01
SEK 2010-05-02
SEK 2010-05-08
SEK 2010-05-09
SEK 2010-05-13
SEK 2010-05-15
SEK 2010-05-16
SEK 2010-05-22
SEK 2010-05-23
SEK 2010-05-29
SEK 2010-05-30
SEK 2010-06-05
SEK 2010-06-06
SEK 2010-06-12
SEK 2010-06-13
SEK 2010-06-19
SEK 2010-06-20
SEK 2010-06-25
SEK 2010-06-26
SEK 2010-06-27
SEK 2010-07-03
SEK 2010-07-04
SEK 2010-07-10
SEK 2010-07-11
SEK 2010-07-17
SEK 2010-07-18
SEK 2010-07-24
SEK 2010-07-25
SEK 2010-07-31
SEK 2010-08-01
SEK 2010-08-07
SEK 2010-08-08
SEK 2010-08-14
SEK 2010-08-15
SEK 2010-08-21
SEK 2010-08-22
SEK 2010-08-28
SEK 2010-08-29
SEK 2010-09-04
SEK 2010-09-05
SEK 2010-09-11
SEK 2010-09-12
SEK 2010-09-18
SEK 2010-09-19
SEK 2010-09-25
SEK 2010-09-26
SEK 2010-10-02
SEK 2010-10-03
SEK 2010-10-09
SEK 2010-10-10
SEK 2010-10-16
SEK 2010-10-17
SEK 2010-10-23
SEK 2010-10-24
SEK 2010-10-30
SEK 2010-10-31
SEK 2010-11-06
SEK 2010-11-07
SEK 2010-11-13
SEK 2010-11-14
SEK 2010-11-20
SEK 2010-11-21
SEK 2010-11-27
SEK 2010-11-28
SEK 2010-12-04
SEK 2010-12-05
SEK 2010-12-11
SEK 2010-12-12
SEK 2010-12-18
SEK 2010-12-19
SEK 2010-12-24
SEK 2010-12-25
SEK 2010-12-26
SEK 2010-12-31
SEK 2011-01-01
SEK 2011-01-02
SEK 2011-01-06
SEK 2011-01-08
SEK 2011-01-09
SEK 2011-01-15
SEK 2011-01-16
SEK 2011-01-22
SEK 2011-01-23
SEK 2011-01-29
SEK 2011-01-30
SEK 2011-02-05
SEK 2011-02-06
SEK 2011-02-12
SEK 2011-02-13
SEK 2011-02-19
SEK 2011-02-20
SEK 2011-02-26
SEK 2011-02-27
SEK 2011-03-05
SEK 2011-03-06
SEK 2011-03-12
SEK 2011-03-13
SEK 2011-03-19
SEK 2011-03-20
SEK 2011-03-26
SEK 2011-03-27
SEK 2011-04-02
SEK 2011-04-03
SEK 2011-04-09
SEK 2011-04-10
SEK 2011-04-16
SEK 2011-04-17
SEK 2011-04-22
SEK 2011-04-23
SEK 2011-04-24
SEK 2011-04-25
SEK 2011-04-30
SEK 2011-05-01
SEK 2011-05-07
SEK 2011-05-08
SEK 2011-05-14
SEK 2011-05-15
SEK 2011-05-21
SEK 2011-05-22
SEK 2011-05-28
SEK 2011-05-29
SEK 2011-06-02
SEK 2011-06-04
SEK 2011-06-05
SEK 2011-06-06
SEK 2011-06-11
SEK 2011-06-12
SEK 2011-06-18
SEK 2011-06-19
SEK 2011-06-24
SEK 2011-06-25
SEK 2011-06-26
SEK 2011-07-02
SEK 2011-07-03
SEK 2011-07-09
SEK 2011-07-10
SEK 2011-07-16
SEK 2011-07-17
SEK 2011-07-23
SEK 2011-07-24
SEK 2011-07-30
SEK 2011-07-31
SEK 2011-08-06
SEK 2011-08-07
SEK 2011-08-13
SEK 2011-08-14
SEK 2011-08-20
SEK 2011-08-21
SEK 2011-08-27
SEK 2011-08-28
SEK 2011-09-03
SEK 2011-09-04
SEK 2011-09-10
SEK 2011-09-11
SEK 2011-09-17
SEK 2011-09-18
SEK 2011-09-24
SEK 2011-09-25
SEK 2011-10-01
SEK 2011-10-02
SEK 2011-10-08
SEK 2011-10-09
SEK 2011-10-15
SEK 2011-10-16
SEK 2011-10-22
SEK 2011-10-23
SEK 2011-10-29
SEK 2011-10-30
SEK 2011-11-05
SEK 2011-11-06
SEK 2011-11-12
SEK 2011-11-13
SEK 2011-11-19
SEK 2011-11-20
SEK 2011-11-26
SEK 2011-11-27
SEK 2011-12-03
SEK 2011-12-04
SEK 2011-12-10
SEK 2011-12-11
SEK 2011-12-17
SEK 2011-12-18
SEK 2011-12-24
SEK 2011-12-25
SEK 2011-12-26
SEK 2011-12-31
SEK 2012-01-01
SEK 2012-01-06
SEK 2012-01-07
SEK 2012-01-08
SEK 2012-01-14
SEK 2012-01-15
SEK 2012-01-21
SEK 2012-01-22
SEK 2012-01-28
SEK 2012-01-29
SEK 2012-02-04
SEK 2012-02-05
SEK 2012-02-11
SEK 2012-02-12
SEK 2012-02-18
SEK 2012-02-19
SEK 2012-02-25
SEK 2012-02-26
SEK 2012-03-03
SEK 2012-03-04
SEK 2012-03-10
SEK 2012-03-11
SEK 2012-03-17
SEK 2012-03-18
SEK 2012-03-24
SEK 2012-03-25
SEK 2012-03-31
SEK 2012-04-01
SEK 2012-04-06
SEK 2012-04-07
SEK 2012-04-08
SEK 2012-04-09
SEK 2012-04-14
SEK 2012-04-15
SEK 2012-04-21
SEK 2012-04-22
SEK 2012-04-28
SEK 2012-04-29
SEK 2012-05-01
SEK 2012-05-05
SEK 2012-05-06
SEK 2012-05-12
SEK 2012-05-13
SEK 2012-05-17
SEK 2012-05-19
SEK 2012-05-20
SEK 2012-05-26
SEK 2012-05-27
SEK 2012-06-02
SEK 2012-06-03
SEK 2012-06-06
SEK 2012-06-09
SEK 2012-06-10
SEK 2012-06-16
SEK 2012-06-17
SEK 2012-06-22
SEK 2012-06-23
SEK 2012-06-24
SEK 2012-06-30
SEK 2012-07-01
SEK 2012-07-07
SEK 2012-07-08
SEK 2012-07-14
SEK 2012-07-15
SEK 2012-07-21
SEK 2012-07-22
SEK 2012-07-28
SEK 2012-07-29
SEK 2012-08-04
SEK 2012-08-05
SEK 2012-08-11
SEK 2012-08-12
SEK 2012-08-18
SEK 2012-08-19
SEK 2012-08-25
SEK 2012-08-26
SEK 2012-09-01
SEK 2012-09-02
SEK 2012-09-08
SEK 2012-09-09
SEK 2012-09-15
SEK 2012-09-16
SEK 2012-09-22
SEK 2012-09-23
SEK 2012-09-29
SEK 2012-09-30
SEK 2012-10-06
SEK 2012-10-07
SEK 2012-10-13
SEK 2012-10-14
SEK 2012-10-20
SEK 2012-10-21
SEK 2012-10-27
SEK 2012-10-28
SEK 2012-11-03
SEK 2012-11-04
SEK 2012-11-10
SEK 2012-11-11
SEK 2012-11-17
SEK 2012-11-18
SEK 2012-11-24
SEK 2012-11-25
SEK 2012-12-01
SEK 2012-12-02
SEK 2012-12-08
SEK 2012-12-09
SEK 2012-12-15
SEK 2012-12-16
SEK 2012-12-22
SEK 2012-12-23
SEK 2012-12-24
SEK 2012-12-25
SEK 2012-12-26
SEK 2012-12-29
SEK 2012-12-30
SEK 2012-12-31
SEK 2013-01-01
SEK 2013-01-05
SEK 2013-01-06
SEK 2013-01-12
SEK 2013-01-13
SEK 2013-01-19
SEK 2013-01-20
SEK 2013-01-26
SEK 2013-01-27
SEK 2013-02-02
SEK 2013-02-03
SEK 2013-02-09
SEK 2013-02-10
SEK 2013-02-16
SEK 2013-02-17
SEK 2013-02-23
SEK 2013-02-24
SEK 2013-03-02
SEK 2013-03-03
SEK 2013-03-09
SEK 2013-03-10
SEK 2013-03-16
SEK 2013-03-17
SEK 2013-03-23
SEK 2013-03-24
SEK 2013-03-29
SEK 2013-03-30
SEK 2013-03-31
SEK 2013-04-01
SEK 2013-04-06
SEK 2013-04-07
SEK 2013-04-13
SEK 2013-04-14
SEK 2013-04-20
SEK 2013-04-21
SEK 2013-04-27
SEK 2013-04-28
SEK 2013-05-01
SEK 2013-05-04
SEK 2013-05-05
SEK 2013-05-09
SEK 2013-05-11
SEK 2013-05-12
SEK 2013-05-18
SEK 2013-05-19
SEK 2013-05-25
SEK 2013-05-26
SEK 2013-06-01
SEK 2013-06-02
SEK 2013-06-06
SEK 2013-06-08
SEK 2013-06-09
SEK 2013-06-15
SEK 2013-06-16
SEK 2013-06-21
SEK 2013-06-22
SEK 2013-06-23
SEK 2013-06-29
SEK 2013-06-30
SEK 2013-07-06
SEK 2013-07-07
SEK 2013-07-13
SEK 2013-07-14
SEK 2013-07-20
SEK 2013-07-21
SEK 2013-07-27
SEK 2013-07-28
SEK 2013-08-03
SEK 2013-08-04
SEK 2013-08-10
SEK 2013-08-11
SEK 2013-08-17
SEK 2013-08-18
SEK 2013-08-24
SEK 2013-08-25
SEK 2013-08-31
SEK 2013-09-01
SEK 2013-09-07
SEK 2013-09-08
SEK 2013-09-14
SEK 2013-09-15
SEK 2013-09-21
SEK 2013-09-22
SEK 2013-09-28
SEK 2013-09-29
SEK 2013-10-05
SEK 2013-10-06
SEK 2013-10-12
SEK 2013-10-13
SEK 2013-10-19
SEK 2013-10-20
SEK 2013-10-26
SEK 2013-10-27
SEK 2013-11-02
SEK 2013-11-03
SEK 2013-11-09
SEK 2013-11-10
SEK 2013-11-16
SEK 2013-11-17
SEK 2013-11-23
SEK 2013-11-24
SEK 2013-11-30
SEK 2013-12-01
SEK 2013-12-07
SEK 2013-12-08
SEK 2013-12-14
SEK 2013-12-15
SEK 2013-12-21
SEK 2013-12-22
SEK 2013-12-24
SEK 2013-12-25
SEK 2013-12-26
SEK 2013-12-28
SEK 2013-12-29
SEK 2013-12-31
SEK 2014-01-01
SEK 2014-01-04
SEK 2014-01-05
SEK 2014-01-06
SEK 2014-01-11
SEK 2014-01-12
SEK 2014-01-18
SEK 2014-01-19
SEK 2014-01-25
SEK 2014-01-26
SEK 2014-02-01
SEK 2014-02-02
SEK 2014-02-08
SEK 2014-02-09
SEK 2014-02-15
SEK 2014-02-16
SEK 2014-02-22
SEK 2014-02-23
SEK 2014-03-01
SEK 2014-03-02
SEK 2014-03-08
SEK 2014-03-09
SEK 2014-03-15
SEK 2014-03-16
SEK 2014-03-22
SEK 2014-03-23
SEK 2014-03-29
SEK 2014-03-30
SEK 2014-04-05
SEK 2014-04-06
SEK 2014-04-12
SEK 2014-04-13
SEK 2014-04-18
SEK 2014-04-19
SEK 2014-04-20
SEK 2014-04-21
SEK 2014-04-26
SEK 2014-04-27
SEK 2014-05-01
SEK 2014-05-03
SEK 2014-05-04
SEK 2014-05-10
SEK 2014-05-11
SEK 2014-05-17
SEK 2014-05-18
SEK 2014-05-24
SEK 2014-05-25
SEK 2014-05-29
SEK 2014-05-31
SEK 2014-06-01
SEK 2014-06-06
SEK 2014-06-07
SEK 2014-06-08
SEK 2014-06-14
SEK 2014-06-15
SEK 2014-06-20
SEK 2014-06-21
SEK 2014-06-22
SEK 2014-06-28
SEK 2014-06-29
SEK 2014-07-05
SEK 2014-07-06
SEK 2014-07-12
SEK 2014-07-13
SEK 2014-07-19
SEK 2014-07-20
SEK 2014-07-26
SEK 2014-07-27
SEK 2014-08-02
SEK 2014-08-03
SEK 2014-08-09
SEK 2014-08-10
SEK 2014-08-16
SEK 2014-08-17
SEK 2014-08-23
SEK 2014-08-24
SEK 2014-08-30
SEK 2014-08-31
SEK 2014-09-06
SEK 2014-09-07
SEK 2014-09-13
SEK 2014-09-14
SEK 2014-09-20
SEK 2014-09-21
SEK 2014-09-27
SEK 2014-09-28
SEK 2014-10-04
SEK 2014-10-05
SEK 2014-10-11
SEK 2014-10-12
SEK 2014-10-18
SEK 2014-10-19
SEK 2014-10-25
SEK 2014-10-26
SEK 2014-11-01
SEK 2014-11-02
SEK 2014-11-08
SEK 2014-11-09
SEK 2014-11-15
SEK 2014-11-16
SEK 2014-11-22
SEK 2014-11-23
SEK 2014-11-29
SEK 2014-11-30
SEK 2014-12-06
SEK 2014-12-07
SEK 2014-12-13
SEK 2014-12-14
SEK 2014-12-20
SEK 2014-12-21
SEK 2014-12-24
SEK 2014-12-25
SEK 2014-12-26
SEK 2014-12-27
SEK 2014-12-28
SEK 2014-12-31
SEK 2015-01-01
SEK 2015-01-03
SEK 2015-01-04
SEK 2015-01-06
SEK 2015-01-10
SEK 2015-01-11
SEK 2015-01-17
SEK 2015-01-18
SEK 2015-01-24
SEK 2015-01-25
SEK 2015-01-31
SEK 2015-02-01
SEK 2015-02-07
SEK 2015-02-08
SEK 2015-02-14
SEK 2015-02-15
SEK 2015-02-21
SEK 2015-02-22
SEK 2015-02-28
SEK 2015-03-01
SEK 2015-03-07
SEK 2015-03-08
SEK 2015-03-14
SEK 2015-03-15
SEK 2015-03-21
SEK 2015-03-22
SEK 2015-03-28
SEK 2015-03-29
SEK 2015-04-03
SEK 2015-04-04
SEK 2015-04-05
SEK 2015-04-06
SEK 2015-04-11
SEK 2015-04-12
SEK 2015-04-18
SEK 2015-04-19
SEK 2015-04-25
SEK 2015-04-26
SEK 2015-05-01
SEK 2015-05-02
SEK 2015-05-03
SEK 2015-05-09
SEK 2015-05-10
SEK 2015-05-14
SEK 2015-05-16
SEK 2015-05-17
SEK 2015-05-23
SEK 2015-05-24
SEK 2015-05-30
SEK 2015-05-31
SEK 2015-06-06
SEK 2015-06-07
SEK 2015-06-13
SEK 2015-06-14
SEK 2015-06-19
SEK 2015-06-20
SEK 2015-06-21
SEK 2015-06-27
SEK 2015-06-28
SEK 2015-07-04
SEK 2015-07-05
SEK 2015-07-11
SEK 2015-07-12
SEK 2015-07-18
SEK 2015-07-19
SEK 2015-07-25
SEK 2015-07-26
SEK 2015-08-01
SEK 2015-08-02
SEK 2015-08-08
SEK 2015-08-09
SEK 2015-08-15
SEK 2015-08-16
SEK 2015-08-22
SEK 2015-08-23
SEK 2015-08-29
SEK 2015-08-30
SEK 2015-09-05
SEK 2015-09-06
SEK 2015-09-12
SEK 2015-09-13
SEK 2015-09-19
SEK 2015-09-20
SEK 2015-09-26
SEK 2015-09-27
SEK 2015-10-03
SEK 2015-10-04
SEK 2015-10-10
SEK 2015-10-11
SEK 2015-10-17
SEK 2015-10-18
SEK 2015-10-24
SEK 2015-10-25
SEK 2015-10-31
SEK 2015-11-01
SEK 2015-11-07
SEK 2015-11-08
SEK 2015-11-14
SEK 2015-11-15
SEK 2015-11-21
SEK 2015-11-22
SEK 2015-11-28
SEK 2015-11-29
SEK 2015-12-05
SEK 2015-12-06
SEK 2015-12-12
SEK 2015-12-13
SEK 2015-12-19
SEK 2015-12-20
SEK 2015-12-24
SEK 2015-12-25
SEK 2015-12-26
SEK 2015-12-27
SEK 2015-12-31
SEK 2016-01-01
SEK 2016-01-02
SEK 2016-01-03
SEK 2016-01-06
SEK 2016-01-09
SEK 2016-01-10
SEK 2016-01-16
SEK 2016-01-17
SEK 2016-01-23
SEK 2016-01-24
SEK 2016-01-30
SEK 2016-01-31
SEK 2016-02-06
SEK 2016-02-07
SEK 2016-02-13
SEK 2016-02-14
SEK 2016-02-20
SEK 2016-02-21
SEK 2016-02-27
SEK 2016-02-28
SEK 2016-03-05
SEK 2016-03-06
SEK 2016-03-12
SEK 2016-03-13
SEK 2016-03-19
SEK 2016-03-20
SEK 2016-03-25
SEK 2016-03-26
SEK 2016-03-27
SEK 2016-03-28
SEK 2016-04-02
SEK 2016-04-03
SEK 2016-04-09
SEK 2016-04-10
SEK 2016-04-16
SEK 2016-04-17
SEK 2016-04-23
SEK 2016-04-24
SEK 2016-04-30
SEK 2016-05-01
SEK 2016-05-05
SEK 2016-05-07
SEK 2016-05-08
SEK 2016-05-14
SEK 2016-05-15
SEK 2016-05-21
SEK 2016-05-22
SEK 2016-05-28
SEK 2016-05-29
SEK 2016-06-04
SEK 2016-06-05
SEK 2016-06-06
SEK 2016-06-11
SEK 2016-06-12
SEK 2016-06-18
SEK 2016-06-19
SEK 2016-06-24
SEK 2016-06-25
SEK 2016-06-26
SEK 2016-07-02
SEK 2016-07-03
SEK 2016-07-09
SEK 2016-07-10
SEK 2016-07-16
SEK 2016-07-17
SEK 2016-07-23
SEK 2016-07-24
SEK 2016-07-30
SEK 2016-07-31
SEK 2016-08-06
SEK 2016-08-07
SEK 2016-08-13
SEK 2016-08-14
SEK 2016-08-20
SEK 2016-08-21
SEK 2016-08-27
SEK 2016-08-28
SEK 2016-09-03
SEK 2016-09-04
SEK 2016-09-10
SEK 2016-09-11
SEK 2016-09-17
SEK 2016-09-18
SEK 2016-09-24
SEK 2016-09-25
SEK 2016-10-01
SEK 2016-10-02
SEK 2016-10-08
SEK 2016-10-09
SEK 2016-10-15
SEK 2016-10-16
SEK 2016-10-22
SEK 2016-10-23
SEK 2016-10-29
SEK 2016-10-30
SEK 2016-11-05
SEK 2016-11-06
SEK 2016-11-12
SEK 2016-11-13
SEK 2016-11-19
SEK 2016-11-20
SEK 2016-11-26
SEK 2016-11-27
SEK 2016-12-03
SEK 2016-12-04
SEK 2016-12-10
SEK 2016-12-11
SEK 2016-12-17
SEK 2016-12-18
SEK 2016-12-24
SEK 2016-12-25
SEK 2016-12-26
SEK 2016-12-31
SEK 2017-01-01
SEK 2017-01-06
SEK 2017-01-07
SEK 2017-01-08
SEK 2017-01-14
SEK 2017-01-15
SEK 2017-01-21
SEK 2017-01-22
SEK 2017-01-28
SEK 2017-01-29
SEK 2017-02-04
SEK 2017-02-05
SEK 2017-02-11
SEK 2017-02-12
SEK 2017-02-18
SEK 2017-02-19
SEK 2017-02-25
SEK 2017-02-26
SEK 2017-03-04
SEK 2017-03-05
SEK 2017-03-11
SEK 2017-03-12
SEK 2017-03-18
SEK 2017-03-19
SEK 2017-03-25
SEK 2017-03-26
SEK 2017-04-01
SEK 2017-04-02
SEK 2017-04-08
SEK 2017-04-09
SEK 2017-04-14
SEK 2017-04-15
SEK 2017-04-16
SEK 2017-04-17
SEK 2017-04-22
SEK 2017-04-23
SEK 2017-04-29
SEK 2017-04-30
SEK 2017-05-01
SEK 2017-05-06
SEK 2017-05-07
SEK 2017-05-13
SEK 2017-05-14
SEK 2017-05-20
SEK 2017-05-21
SEK 2017-05-25
SEK 2017-05-27
SEK 2017-05-28
SEK 2017-06-03
SEK 2017-06-04
SEK 2017-06-06
SEK 2017-06-10
SEK 2017-06-11
SEK 2017-06-17
SEK 2017-06-18
SEK 2017-06-23
SEK 2017-06-24
SEK 2017-06-25
SEK 2017-07-01
SEK 2017-07-02
SEK 2017-07-08
SEK 2017-07-09
SEK 2017-07-15
SEK 2017-07-16
SEK 2017-07-22
SEK 2017-07-23
SEK 2017-07-29
SEK 2017-07-30
SEK 2017-08-05
SEK 2017-08-06
SEK 2017-08-12
SEK 2017-08-13
SEK 2017-08-19
SEK 2017-08-20
SEK 2017-08-26
SEK 2017-08-27
SEK 2017-09-02
SEK 2017-09-03
SEK 2017-09-09
SEK 2017-09-10
SEK 2017-09-16
SEK 2017-09-17
SEK 2017-09-23
SEK 2017-09-24
SEK 2017-09-30
SEK 2017-10-01
SEK 2017-10-07
SEK 2017-10-08
SEK 2017-10-14
SEK 2017-10-15
SEK 2017-10-21
SEK 2017-10-22
SEK 2017-10-28
SEK 2017-10-29
SEK 2017-11-04
SEK 2017-11-05
SEK 2017-11-11
SEK 2017-11-12
SEK 2017-11-18
SEK 2017-11-19
SEK 2017-11-25
SEK 2017-11-26
SEK 2017-12-02
SEK 2017-12-03
SEK 2017-12-09
SEK 2017-12-10
SEK 2017-12-16
SEK 2017-12-17
SEK 2017-12-23
SEK 2017-12-24
SEK 2017-12-25
SEK 2017-12-26
SEK 2017-12-30
SEK 2017-12-31
SEK 2018-01-01
SEK 2018-01-06
SEK 2018-01-07
SEK 2018-01-13
SEK 2018-01-14
SEK 2018-01-20
SEK 2018-01-21
SEK 2018-01-27
SEK 2018-01-28
SEK 2018-02-03
SEK 2018-02-04
SEK 2018-02-10
SEK 2018-02-11
SEK 2018-02-17
SEK 2018-02-18
SEK 2018-02-24
SEK 2018-02-25
SEK 2018-03-03
SEK 2018-03-04
SEK 2018-03-10
SEK 2018-03-11
SEK 2018-03-17
SEK 2018-03-18
SEK 2018-03-24
SEK 2018-03-25
SEK 2018-03-30
SEK 2018-03-31
SEK 2018-04-01
SEK 2018-04-02
SEK 2018-04-07
SEK 2018-04-08
SEK 2018-04-14
SEK 2018-04-15
SEK 2018-04-21
SEK 2018-04-22
SEK 2018-04-28
SEK 2018-04-29
SEK 2018-05-01
SEK 2018-05-05
SEK 2018-05-06
SEK 2018-05-10
SEK 2018-05-12
SEK 2018-05-13
SEK 2018-05-19
SEK 2018-05-20
SEK 2018-05-26
SEK 2018-05-27
SEK 2018-06-02
SEK 2018-06-03
SEK 2018-06-06
SEK 2018-06-09
SEK 2018-06-10
SEK 2018-06-16
SEK 2018-06-17
SEK 2018-06-22
SEK 2018-06-23
SEK 2018-06-24
SEK 2018-06-30
SEK 2018-07-01
SEK 2018-07-07
SEK 2018-07-08
SEK 2018-07-14
SEK 2018-07-15
SEK 2018-07-21
SEK 2018-07-22
SEK 2018-07-28
SEK 2018-07-29
SEK 2018-08-04
SEK 2018-08-05
SEK 2018-08-11
SEK 2018-08-12
SEK 2018-08-18
SEK 2018-08-19
SEK 2018-08-25
SEK 2018-08-26
SEK 2018-09-01
SEK 2018-09-02
SEK 2018-09-08
SEK 2018-09-09
SEK 2018-09-15
SEK 2018-09-16
SEK 2018-09-22
SEK 2018-09-23
SEK 2018-09-29
SEK 2018-09-30
SEK 2018-10-06
SEK 2018-10-07
SEK 2018-10-13
SEK 2018-10-14
SEK 2018-10-20
SEK 2018-10-21
SEK 2018-10-27
SEK 2018-10-28
SEK 2018-11-03
SEK 2018-11-04
SEK 2018-11-10
SEK 2018-11-11
SEK 2018-11-17
SEK 2018-11-18
SEK 2018-11-24
SEK 2018-11-25
SEK 2018-12-01
SEK 2018-12-02
SEK 2018-12-08
SEK 2018-12-09
SEK 2018-12-15
SEK 2018-12-16
SEK 2018-12-22
SEK 2018-12-23
SEK 2018-12-24
SEK 2018-12-25
SEK 2018-12-26
SEK 2018-12-29
SEK 2018-12-30
SEK 2018-12-31
SEK 2019-01-01
SEK 2019-01-05
SEK 2019-01-06
SEK 2019-01-12
SEK 2019-01-13
SEK 2019-01-19
SEK 2019-01-20
SEK 2019-01-26
SEK 2019-01-27
SEK 2019-02-02
SEK 2019-02-03
SEK 2019-02-09
SEK 2019-02-10
SEK 2019-02-16
SEK 2019-02-17
SEK 2019-02-23
SEK 2019-02-24
SEK 2019-03-02
SEK 2019-03-03
SEK 2019-03-09
